date,office,candidate,party,reporting_level,jurisdiction,county,votes,percentage
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,American Legion Lodge-Redfield,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,American Legion Lodge-Redfield,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,American Legion Lodge-Redfield,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Swan Lake Comm Center,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Swan Lake Comm Center,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Swan Lake Comm Center,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Swan Lake Comm Center,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Martin Elementary Altheimer,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Martin Elementary Altheimer,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Martin Elementary Altheimer,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Martin Elementary Altheimer,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Community Center Wabbaseka,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Community Center Wabbaseka,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Community Center Wabbaseka,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Community Center Wabbaseka,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Jefferson Water Co.,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Jefferson Water Co.,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Jefferson Water Co.,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Jefferson Water Co.,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Watson Chapel Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Watson Chapel Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Watson Chapel Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Watson Chapel Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Sherrill City Hall,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Sherrill City Hall,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Sherrill City Hall,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Sherrill City Hall,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,New Hope Bapt Church,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,New Hope Bapt Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,New Hope Bapt Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,New Hope Bapt Church,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Humphrey High School,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Humphrey High School,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Humphrey High School,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Humphrey High School,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Sulphur Springs Methodist,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Sulphur Springs Methodist,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Sulphur Springs Methodist,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Sulphur Springs Methodist,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,South Pine Wood Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,South Pine Wood Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,South Pine Wood Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,South Pine Wood Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,ADC Training Academy,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,ADC Training Academy,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,ADC Training Academy,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,ADC Training Academy,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Hardin Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Hardin Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Hardin Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Hardin Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Hwy 15 Volunteer Fire Dept,Jefferson County,14,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Hwy 15 Volunteer Fire Dept,Jefferson County,3,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Hwy 15 Volunteer Fire Dept,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Hwy 15 Volunteer Fire Dept,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,First Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,First Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,First Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,First Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,White Hall City Hall,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,White Hall City Hall,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,White Hall City Hall,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,White Hall City Hall,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,01 Batson,Johnson County,7,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,01 Batson,Johnson County,5,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,01 Batson,Johnson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,01 Batson,Johnson County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,05 Hickey,Johnson County,12,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,05 Hickey,Johnson County,4,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,05 Hickey,Johnson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,05 Hickey,Johnson County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,07 Horsehead,Johnson County,6,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,07 Horsehead,Johnson County,7,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,07 Horsehead,Johnson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,07 Horsehead,Johnson County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,21 Prairie,Johnson County,1,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,21 Prairie,Johnson County,8,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,21 Prairie,Johnson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,21 Prairie,Johnson County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,40 Stonewall,Johnson County,4,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,40 Stonewall,Johnson County,11,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,40 Stonewall,Johnson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,40 Stonewall,Johnson County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,43 Spadra Ward 1,Johnson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,43 Spadra Ward 1,Johnson County,3,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,43 Spadra Ward 1,Johnson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,43 Spadra Ward 1,Johnson County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,44 Spadra Ward 2,Johnson County,4,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,44 Spadra Ward 2,Johnson County,3,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,44 Spadra Ward 2,Johnson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,44 Spadra Ward 2,Johnson County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,45 Spadra Ward 3,Johnson County,3,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,45 Spadra Ward 3,Johnson County,3,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,45 Spadra Ward 3,Johnson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,45 Spadra Ward 3,Johnson County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,46 Spadra Ward 4,Johnson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,46 Spadra Ward 4,Johnson County,1,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,46 Spadra Ward 4,Johnson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,46 Spadra Ward 4,Johnson County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,48 Grant,Johnson County,3,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,48 Grant,Johnson County,9,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,48 Grant,Johnson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,48 Grant,Johnson County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,49 Howell,Johnson County,5,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,49 Howell,Johnson County,11,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,49 Howell,Johnson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,49 Howell,Johnson County,0,
